,Algorithm,Test Size,Round,Accuracy,Testing Time,Training Time,Precision,Recall,F1score,Confusion Matrix,True Positive Rate,False Positive Rate,AUC
21,adaBoost,0.3,5,0.9992860737567735,0.6774454116821289,93.427818775177,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],[0.         0.00740741 0.03703704 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99994139 0.99996483 1.        ],0.9722384162659401
22,catBoost,0.3,5,0.9992860737567735,0.006995439529418945,0.16510820388793945,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],"[0.         0.51111111 0.57777778 0.66666667 0.71111111 0.74074074
 0.79259259 0.79259259 0.81481481 0.81481481 0.81481481 0.98518519
 0.98518519 1.         1.         1.        ]","[0.00000000e+00 1.05500070e-04 1.17222300e-04 1.87555681e-04
 5.97833732e-04 6.44722652e-04 2.08655695e-03 2.18033479e-03
 3.79800253e-03 6.07211516e-03 6.27139307e-03 9.96459887e-01
 9.99882778e-01 9.99894500e-01 9.99917944e-01 1.00000000e+00]",0.8995479560772381
23,lightGBM,0.3,5,0.9415165665999555,0.04351496696472168,0.6658766269683838,0.00020559210526315788,0.007407407407407408,0.00040008001600320064,[80445     0  4863     0   134     0     1     0],[0.         0.00740741 1.        ],[0.        0.0570052 1.       ],0.4752011013686354
24,randomForest,0.3,5,0.9995201479348805,0.7623584270477295,198.57477068901062,0.9196428571428571,0.762962962962963,0.8340080971659919,[85299     0     9     0    32     0   103     0],"[0.         0.05185185 0.14814815 0.21481481 0.23703704 0.28888889
 0.31851852 0.37037037 0.40740741 0.42962963 0.45925926 0.4962963
 0.5037037  0.54074074 0.54814815 0.57777778 0.58518519 0.60740741
 0.62222222 0.63703704 0.65185185 0.65185185 0.65925926 0.66666667
 0.67407407 0.6962963  0.7037037  0.71111111 0.71111111 0.72592593
 0.74814815 0.76296296 0.77037037 0.77777778 0.78518519 0.79259259
 0.79259259 0.8        0.8        0.8        0.8        0.8
 0.8        0.80740741 0.80740741 0.80740741 0.80740741 0.80740741
 0.81481481 0.81481481 0.81481481 0.81481481 0.81481481 0.81481481
 0.82222222 0.82962963 0.82962963 0.82962963 0.85185185 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 2.34444601e-05
 2.34444601e-05 2.34444601e-05 2.34444601e-05 2.34444601e-05
 2.34444601e-05 4.68889201e-05 4.68889201e-05 5.86111502e-05
 5.86111502e-05 5.86111502e-05 5.86111502e-05 7.03333802e-05
 1.05500070e-04 1.05500070e-04 1.05500070e-04 1.05500070e-04
 1.17222300e-04 1.17222300e-04 1.28944530e-04 1.28944530e-04
 1.64111221e-04 1.64111221e-04 2.34444601e-04 2.57889061e-04
 3.04777981e-04 3.28222441e-04 3.51666901e-04 3.75111361e-04
 4.10278051e-04 4.22000281e-04 4.92333662e-04 5.04055892e-04
 5.27500352e-04 5.50944812e-04 6.44722652e-04 6.91611572e-04
 8.20556103e-04 1.01983401e-03 1.32461199e-03 1.78177897e-03
 2.80161298e-03 5.69700380e-03 2.34210156e-02 1.00000000e+00]",0.9238230446886141
25,xGBoost,0.3,6,0.9995435553526912,0.02900075912475586,18.989326238632202,0.9363636363636364,0.762962962962963,0.8408163265306122,[85301     0     7     0    32     0   103     0],[0.         0.00740741 0.44444444 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99976556 0.999789   1.        ],0.9775313504529991
26,adaBoost,0.3,6,0.9992860737567735,0.6776816844940186,62.57937002182007,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],[0.         0.00740741 0.03703704 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99994139 0.99996483 1.        ],0.9722384162659401
27,catBoost,0.3,6,0.9992860737567735,0.007010221481323242,0.16377949714660645,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],"[0.         0.51111111 0.57777778 0.66666667 0.71111111 0.74074074
 0.79259259 0.79259259 0.81481481 0.81481481 0.81481481 0.98518519
 0.98518519 1.         1.         1.        ]","[0.00000000e+00 1.05500070e-04 1.17222300e-04 1.87555681e-04
 5.97833732e-04 6.44722652e-04 2.08655695e-03 2.18033479e-03
 3.79800253e-03 6.07211516e-03 6.27139307e-03 9.96459887e-01
 9.99882778e-01 9.99894500e-01 9.99917944e-01 1.00000000e+00]",0.8995479560772381
28,lightGBM,0.3,6,0.9415165665999555,0.04500436782836914,0.6672406196594238,0.00020559210526315788,0.007407407407407408,0.00040008001600320064,[80445     0  4863     0   134     0     1     0],[0.         0.00740741 1.        ],[0.        0.0570052 1.       ],0.4752011013686354
29,randomForest,0.3,6,0.9994967405170698,0.75441575050354,191.8566472530365,0.9035087719298246,0.762962962962963,0.8273092369477911,[85297     0    11     0    32     0   103     0],"[0.         0.07407407 0.08888889 0.17777778 0.20740741 0.25925926
 0.34814815 0.4        0.44444444 0.46666667 0.47407407 0.48888889
 0.48888889 0.51851852 0.54074074 0.54814815 0.56296296 0.59259259
 0.6        0.62962963 0.62962963 0.64444444 0.65925926 0.66666667
 0.67407407 0.68148148 0.7037037  0.71851852 0.71851852 0.73333333
 0.74814815 0.74814815 0.77037037 0.77777778 0.78518519 0.78518519
 0.79259259 0.8        0.8        0.8        0.8        0.8
 0.8        0.80740741 0.80740741 0.80740741 0.80740741 0.81481481
 0.81481481 0.81481481 0.81481481 0.81481481 0.81481481 0.82222222
 0.82222222 0.82222222 0.82222222 0.83703704 0.85925926 0.87407407
 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 2.34444601e-05 2.34444601e-05 2.34444601e-05 2.34444601e-05
 2.34444601e-05 3.51666901e-05 3.51666901e-05 3.51666901e-05
 4.68889201e-05 4.68889201e-05 4.68889201e-05 4.68889201e-05
 5.86111502e-05 5.86111502e-05 8.20556103e-05 8.20556103e-05
 9.37778403e-05 9.37778403e-05 1.05500070e-04 1.28944530e-04
 1.28944530e-04 1.40666760e-04 1.40666760e-04 1.64111221e-04
 1.64111221e-04 1.75833451e-04 1.87555681e-04 2.11000141e-04
 2.22722371e-04 2.46166831e-04 3.16500211e-04 3.28222441e-04
 3.98555821e-04 4.22000281e-04 4.45444741e-04 4.92333662e-04
 5.39222582e-04 5.50944812e-04 5.97833732e-04 6.21278192e-04
 6.91611572e-04 8.20556103e-04 9.84667323e-04 1.19566746e-03
 1.77005674e-03 2.67266845e-03 5.68528157e-03 2.36320158e-02
 1.00000000e+00]",0.9351738536961495
30,xGBoost,0.3,7,0.9995435553526912,0.029001235961914062,19.066241025924683,0.9363636363636364,0.762962962962963,0.8408163265306122,[85301     0     7     0    32     0   103     0],[0.         0.00740741 0.44444444 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99976556 0.999789   1.        ],0.9775313504529991
31,adaBoost,0.3,7,0.9992860737567735,0.677293062210083,62.191434144973755,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],[0.         0.00740741 0.03703704 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99994139 0.99996483 1.        ],0.9722384162659401
32,catBoost,0.3,7,0.9992860737567735,0.006997585296630859,0.16379761695861816,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],"[0.         0.51111111 0.57777778 0.66666667 0.71111111 0.74074074
 0.79259259 0.79259259 0.81481481 0.81481481 0.81481481 0.98518519
 0.98518519 1.         1.         1.        ]","[0.00000000e+00 1.05500070e-04 1.17222300e-04 1.87555681e-04
 5.97833732e-04 6.44722652e-04 2.08655695e-03 2.18033479e-03
 3.79800253e-03 6.07211516e-03 6.27139307e-03 9.96459887e-01
 9.99882778e-01 9.99894500e-01 9.99917944e-01 1.00000000e+00]",0.8995479560772381
33,lightGBM,0.3,7,0.9415165665999555,0.04651618003845215,0.6665234565734863,0.00020559210526315788,0.007407407407407408,0.00040008001600320064,[80445     0  4863     0   134     0     1     0],[0.         0.00740741 1.        ],[0.        0.0570052 1.       ],0.4752011013686354
34,randomForest,0.3,7,0.9994733330992591,0.7717413902282715,202.65399265289307,0.9017857142857143,0.7481481481481481,0.8178137651821862,[85297     0    11     0    34     0   101     0],"[0.         0.02962963 0.06666667 0.0962963  0.2        0.22962963
 0.26666667 0.33333333 0.43703704 0.45185185 0.48888889 0.4962963
 0.51851852 0.54074074 0.56296296 0.59259259 0.61481481 0.62222222
 0.62222222 0.63703704 0.65185185 0.65925926 0.66666667 0.67407407
 0.67407407 0.67407407 0.68148148 0.68148148 0.6962963  0.72592593
 0.73333333 0.74814815 0.77037037 0.78518519 0.78518519 0.79259259
 0.79259259 0.8        0.8        0.8        0.8        0.8
 0.8        0.8        0.8        0.81481481 0.81481481 0.81481481
 0.81481481 0.81481481 0.82222222 0.82962963 0.83703704 0.83703704
 0.86666667 0.88888889 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 3.51666901e-05 3.51666901e-05
 3.51666901e-05 3.51666901e-05 4.68889201e-05 4.68889201e-05
 7.03333802e-05 9.37778403e-05 9.37778403e-05 1.05500070e-04
 1.28944530e-04 1.28944530e-04 1.28944530e-04 1.28944530e-04
 1.28944530e-04 1.52388990e-04 1.64111221e-04 1.64111221e-04
 1.75833451e-04 1.87555681e-04 1.99277911e-04 2.46166831e-04
 2.93055751e-04 3.16500211e-04 3.51666901e-04 3.63389131e-04
 4.57166971e-04 4.68889201e-04 5.15778122e-04 6.09555962e-04
 6.56444882e-04 7.73667182e-04 9.14333943e-04 1.12533408e-03
 1.62938998e-03 2.57889061e-03 5.82594833e-03 2.36320158e-02
 1.00000000e+00]",0.942625892409031
35,xGBoost,0.3,8,0.9995435553526912,0.0280001163482666,19.008108377456665,0.9363636363636364,0.762962962962963,0.8408163265306122,[85301     0     7     0    32     0   103     0],[0.         0.00740741 0.44444444 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99976556 0.999789   1.        ],0.9775313504529991
36,adaBoost,0.3,8,0.9992860737567735,0.6778650283813477,62.409170150756836,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],[0.         0.00740741 0.03703704 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99994139 0.99996483 1.        ],0.9722384162659401
37,catBoost,0.3,8,0.9992860737567735,0.0059664249420166016,0.1636040210723877,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],"[0.         0.51111111 0.57777778 0.66666667 0.71111111 0.74074074
 0.79259259 0.79259259 0.81481481 0.81481481 0.81481481 0.98518519
 0.98518519 1.         1.         1.        ]","[0.00000000e+00 1.05500070e-04 1.17222300e-04 1.87555681e-04
 5.97833732e-04 6.44722652e-04 2.08655695e-03 2.18033479e-03
 3.79800253e-03 6.07211516e-03 6.27139307e-03 9.96459887e-01
 9.99882778e-01 9.99894500e-01 9.99917944e-01 1.00000000e+00]",0.8995479560772381
38,lightGBM,0.3,8,0.9415165665999555,0.04499673843383789,0.6552300453186035,0.00020559210526315788,0.007407407407407408,0.00040008001600320064,[80445     0  4863     0   134     0     1     0],[0.         0.00740741 1.        ],[0.        0.0570052 1.       ],0.4752011013686354
39,randomForest,0.3,8,0.9995201479348805,0.7744929790496826,207.6249508857727,0.9122807017543859,0.7703703703703704,0.8353413654618475,[85298     0    10     0    31     0   104     0],"[0.         0.02962963 0.11851852 0.15555556 0.17777778 0.24444444
 0.27407407 0.37037037 0.42222222 0.48148148 0.5037037  0.54074074
 0.56296296 0.57777778 0.6        0.62962963 0.63703704 0.66666667
 0.66666667 0.68148148 0.68888889 0.6962963  0.71111111 0.72592593
 0.74814815 0.74814815 0.76296296 0.76296296 0.77037037 0.77037037
 0.78518519 0.79259259 0.79259259 0.79259259 0.8        0.8
 0.8        0.8        0.8        0.8        0.8        0.8
 0.80740741 0.80740741 0.80740741 0.80740741 0.80740741 0.80740741
 0.80740741 0.80740741 0.82222222 0.82962963 0.83703704 0.87407407
 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.17222300e-05 1.17222300e-05 2.34444601e-05 2.34444601e-05
 2.34444601e-05 2.34444601e-05 2.34444601e-05 2.34444601e-05
 4.68889201e-05 4.68889201e-05 5.86111502e-05 5.86111502e-05
 5.86111502e-05 7.03333802e-05 7.03333802e-05 8.20556103e-05
 8.20556103e-05 9.37778403e-05 9.37778403e-05 1.17222300e-04
 1.17222300e-04 1.40666760e-04 1.40666760e-04 1.40666760e-04
 1.52388990e-04 1.87555681e-04 1.87555681e-04 1.99277911e-04
 2.22722371e-04 2.57889061e-04 2.93055751e-04 3.04777981e-04
 3.51666901e-04 3.63389131e-04 3.75111361e-04 4.22000281e-04
 4.33722511e-04 5.27500352e-04 6.21278192e-04 6.44722652e-04
 7.85389412e-04 9.37778403e-04 1.59422329e-03 2.61405730e-03
 5.57978150e-03 2.41829606e-02 1.00000000e+00]",0.9348772812762124
40,xGBoost,0.3,9,0.9995435553526912,0.03699636459350586,19.283905267715454,0.9363636363636364,0.762962962962963,0.8408163265306122,[85301     0     7     0    32     0   103     0],[0.         0.00740741 0.44444444 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99976556 0.999789   1.        ],0.9775313504529991
41,adaBoost,0.3,9,0.9992860737567735,0.6811637878417969,62.21669411659241,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],[0.         0.00740741 0.03703704 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99994139 0.99996483 1.        ],0.9722384162659401
42,catBoost,0.3,9,0.9992860737567735,0.008032798767089844,0.16585969924926758,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],"[0.         0.51111111 0.57777778 0.66666667 0.71111111 0.74074074
 0.79259259 0.79259259 0.81481481 0.81481481 0.81481481 0.98518519
 0.98518519 1.         1.         1.        ]","[0.00000000e+00 1.05500070e-04 1.17222300e-04 1.87555681e-04
 5.97833732e-04 6.44722652e-04 2.08655695e-03 2.18033479e-03
 3.79800253e-03 6.07211516e-03 6.27139307e-03 9.96459887e-01
 9.99882778e-01 9.99894500e-01 9.99917944e-01 1.00000000e+00]",0.8995479560772381
43,lightGBM,0.3,9,0.9415165665999555,0.04451417922973633,0.6861734390258789,0.00020559210526315788,0.007407407407407408,0.00040008001600320064,[80445     0  4863     0   134     0     1     0],[0.         0.00740741 1.        ],[0.        0.0570052 1.       ],0.4752011013686354
44,randomForest,0.3,9,0.9994499256814484,0.7638182640075684,201.82649898529053,0.8859649122807017,0.7481481481481481,0.8112449799196787,[85295     0    13     0    34     0   101     0],"[0.         0.07407407 0.1037037  0.17037037 0.21481481 0.25185185
 0.31111111 0.37777778 0.41481481 0.45185185 0.48148148 0.48888889
 0.51111111 0.52592593 0.54074074 0.54814815 0.61481481 0.62222222
 0.62962963 0.64444444 0.65925926 0.66666667 0.66666667 0.68148148
 0.6962963  0.6962963  0.71851852 0.71851852 0.73333333 0.74074074
 0.74814815 0.77037037 0.79259259 0.79259259 0.79259259 0.8
 0.8        0.80740741 0.80740741 0.80740741 0.80740741 0.80740741
 0.81481481 0.81481481 0.81481481 0.81481481 0.81481481 0.81481481
 0.81481481 0.81481481 0.81481481 0.82222222 0.82222222 0.82962963
 0.83703704 0.87407407 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 2.34444601e-05 2.34444601e-05
 2.34444601e-05 2.34444601e-05 3.51666901e-05 3.51666901e-05
 5.86111502e-05 5.86111502e-05 7.03333802e-05 7.03333802e-05
 7.03333802e-05 1.05500070e-04 1.17222300e-04 1.28944530e-04
 1.40666760e-04 1.40666760e-04 1.52388990e-04 1.52388990e-04
 1.52388990e-04 1.75833451e-04 1.99277911e-04 2.11000141e-04
 2.57889061e-04 2.57889061e-04 3.04777981e-04 3.39944671e-04
 3.98555821e-04 4.10278051e-04 4.10278051e-04 4.45444741e-04
 4.68889201e-04 5.39222582e-04 5.86111502e-04 6.09555962e-04
 6.68167112e-04 7.73667182e-04 9.26056173e-04 1.19566746e-03
 1.69972336e-03 2.53200169e-03 5.81422610e-03 2.29990153e-02
 1.00000000e+00]",0.9349738811348509
45,xGBoost,0.3,10,0.9995435553526912,0.027512311935424805,19.338928937911987,0.9363636363636364,0.762962962962963,0.8408163265306122,[85301     0     7     0    32     0   103     0],[0.         0.00740741 0.44444444 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99976556 0.999789   1.        ],0.9775313504529991
46,adaBoost,0.3,10,0.9992860737567735,0.6758115291595459,62.20007133483887,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],[0.         0.00740741 0.03703704 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99994139 0.99996483 1.        ],0.9722384162659401
47,catBoost,0.3,10,0.9992860737567735,0.008010149002075195,0.16501927375793457,0.8490566037735849,0.6666666666666666,0.7468879668049793,[85292     0    16     0    45     0    90     0],"[0.         0.51111111 0.57777778 0.66666667 0.71111111 0.74074074
 0.79259259 0.79259259 0.81481481 0.81481481 0.81481481 0.98518519
 0.98518519 1.         1.         1.        ]","[0.00000000e+00 1.05500070e-04 1.17222300e-04 1.87555681e-04
 5.97833732e-04 6.44722652e-04 2.08655695e-03 2.18033479e-03
 3.79800253e-03 6.07211516e-03 6.27139307e-03 9.96459887e-01
 9.99882778e-01 9.99894500e-01 9.99917944e-01 1.00000000e+00]",0.8995479560772381
48,lightGBM,0.3,10,0.9415165665999555,0.0480036735534668,0.6562213897705078,0.00020559210526315788,0.007407407407407408,0.00040008001600320064,[80445     0  4863     0   134     0     1     0],[0.         0.00740741 1.        ],[0.        0.0570052 1.       ],0.4752011013686354
49,randomForest,0.3,10,0.9995201479348805,0.7587728500366211,195.85046887397766,0.8983050847457628,0.7851851851851852,0.8379446640316205,[85296     0    12     0    29     0   106     0],"[0.         0.02962963 0.13333333 0.19259259 0.25185185 0.28148148
 0.34814815 0.40740741 0.45185185 0.48148148 0.4962963  0.51851852
 0.52592593 0.54074074 0.54814815 0.57777778 0.6        0.6
 0.60740741 0.62962963 0.63703704 0.63703704 0.65185185 0.65185185
 0.65925926 0.68888889 0.7037037  0.71111111 0.71851852 0.73333333
 0.74074074 0.75555556 0.76296296 0.76296296 0.77777778 0.78518519
 0.79259259 0.79259259 0.8        0.8        0.8        0.8
 0.8        0.8        0.8        0.8        0.8        0.80740741
 0.80740741 0.80740741 0.80740741 0.80740741 0.80740741 0.80740741
 0.80740741 0.80740741 0.82222222 0.82222222 0.82222222 0.82222222
 0.84444444 0.84444444 0.85185185 0.85925926 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 1.17222300e-05 1.17222300e-05 1.17222300e-05
 1.17222300e-05 2.34444601e-05 2.34444601e-05 2.34444601e-05
 2.34444601e-05 3.51666901e-05 3.51666901e-05 5.86111502e-05
 5.86111502e-05 5.86111502e-05 5.86111502e-05 7.03333802e-05
 7.03333802e-05 9.37778403e-05 9.37778403e-05 1.17222300e-04
 1.17222300e-04 1.28944530e-04 1.40666760e-04 1.40666760e-04
 1.52388990e-04 1.64111221e-04 1.64111221e-04 1.75833451e-04
 2.11000141e-04 2.57889061e-04 2.69611291e-04 2.93055751e-04
 3.28222441e-04 3.51666901e-04 3.75111361e-04 3.75111361e-04
 4.10278051e-04 4.22000281e-04 4.57166971e-04 4.80611432e-04
 5.27500352e-04 5.62667042e-04 5.86111502e-04 6.33000422e-04
 7.26778262e-04 7.85389412e-04 9.72945093e-04 1.19566746e-03
 1.68800113e-03 2.62577953e-03 5.57978150e-03 2.33389600e-02
 1.00000000e+00]",0.9277846374531328
50,xGBoost,0.4,1,0.999561107063543,0.03800034523010254,16.22722625732422,0.9473684210526315,0.7741935483870968,0.8520710059171597,[113729      0      8      0     42      0    144      0],[0.         0.00537634 0.18817204 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99991208 0.99994725 1.        ],0.978686114286865
51,adaBoost,0.4,1,0.9990344355397944,0.9052112102508545,52.39638113975525,0.7714285714285715,0.5806451612903226,0.6625766871165644,[113705      0     32      0     78      0    108      0],[0.         0.00537634 0.14516129 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99995604 0.99999121 1.        ],0.9614056329349137
52,catBoost,0.4,1,0.9992802155842104,0.008042335510253906,0.14665651321411133,0.8095238095238095,0.7311827956989247,0.768361581920904,[113705      0     32      0     50      0    136      0],"[0.         0.63978495 0.70430108 0.7311828  0.7688172  0.80645161
 0.82258065 0.82258065 0.83333333 0.83333333 0.83333333 0.83333333
 0.83333333 0.8655914  0.99462366 1.        ]","[0.00000000e+00 1.75844272e-04 2.02220913e-04 2.81350836e-04
 2.90143049e-04 3.51688545e-04 3.78065185e-04 4.48402894e-04
 1.89032593e-03 2.28597554e-03 2.97176820e-03 1.54303349e-02
 1.54918804e-02 5.30346325e-02 9.98180012e-01 1.00000000e+00]",0.9255867455394406
53,lightGBM,0.4,1,0.9967258586940302,0.054001808166503906,0.5800366401672363,0.2702702702702703,0.5913978494623656,0.3709949409780776,[113440      0    297      0     76      0    110      0],"[0.         0.59139785 0.59139785 0.59139785 0.59677419 0.59677419
 1.        ]","[0.         0.00261129 0.00262887 0.00266404 0.00266404 0.00269921
 1.        ]",0.7970564236054485
54,randomForest,0.4,1,0.9995172177698972,1.0339148044586182,167.66466355323792,0.9225806451612903,0.7688172043010753,0.8387096774193548,[113725      0     12      0     43      0    143      0],"[0.         0.05913978 0.11290323 0.17741935 0.23655914 0.24731183
 0.2688172  0.30107527 0.3172043  0.39247312 0.44623656 0.48387097
 0.50537634 0.53763441 0.54301075 0.55376344 0.56451613 0.58602151
 0.59677419 0.60215054 0.61290323 0.62903226 0.63978495 0.65053763
 0.65053763 0.65591398 0.65591398 0.66666667 0.66666667 0.67204301
 0.68817204 0.70430108 0.72580645 0.72580645 0.7311828  0.76344086
 0.76344086 0.78494624 0.78494624 0.79569892 0.80645161 0.80645161
 0.81182796 0.81182796 0.81182796 0.81182796 0.81182796 0.81182796
 0.81182796 0.81182796 0.81182796 0.81182796 0.8172043  0.8172043
 0.8172043  0.8172043  0.8172043  0.8172043  0.82258065 0.82795699
 0.82795699 0.83333333 0.83870968 0.84408602 0.84408602 0.84946237
 0.85483871 0.85483871 0.86021505 0.90322581 1.        ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.79221362e-06
 8.79221362e-06 8.79221362e-06 8.79221362e-06 8.79221362e-06
 8.79221362e-06 8.79221362e-06 8.79221362e-06 8.79221362e-06
 8.79221362e-06 8.79221362e-06 8.79221362e-06 8.79221362e-06
 8.79221362e-06 8.79221362e-06 8.79221362e-06 1.75844272e-05
 3.51688545e-05 3.51688545e-05 4.39610681e-05 4.39610681e-05
 5.27532817e-05 6.15454953e-05 6.15454953e-05 7.03377089e-05
 7.03377089e-05 7.91299225e-05 9.67143498e-05 9.67143498e-05
 1.05506563e-04 1.05506563e-04 1.23090991e-04 1.40675418e-04
 1.40675418e-04 1.58259845e-04 1.58259845e-04 1.84636486e-04
 1.93428700e-04 2.28597554e-04 2.46181981e-04 2.81350836e-04
 2.90143049e-04 3.07727477e-04 3.16519690e-04 3.34104117e-04
 3.42896331e-04 3.60480758e-04 3.78065185e-04 3.95649613e-04
 4.30818467e-04 4.57195108e-04 4.74779535e-04 5.09948390e-04
 5.53909458e-04 6.15454953e-04 7.03377089e-04 8.26468080e-04
 1.01110457e-03 1.23970212e-03 1.76723494e-03 2.88384607e-03
 6.54140693e-03 2.37477690e-02 1.00000000e+00]",0.9497377509574296
55,xGBoost,0.4,2,0.999561107063543,0.08051872253417969,18.874796390533447,0.9473684210526315,0.7741935483870968,0.8520710059171597,[113729      0      8      0     42      0    144      0],[0.         0.00537634 0.18817204 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99991208 0.99994725 1.        ],0.978686114286865
56,adaBoost,0.4,2,0.9990344355397944,0.9070603847503662,55.379939556121826,0.7714285714285715,0.5806451612903226,0.6625766871165644,[113705      0     32      0     78      0    108      0],[0.         0.00537634 0.14516129 ... 1.         1.         1.        ],[0.         0.         0.         ... 0.99995604 0.99999121 1.        ],0.9614056329349137
57,catBoost,0.4,2,0.9992802155842104,0.007212162017822266,0.15006566047668457,0.8095238095238095,0.7311827956989247,0.768361581920904,[113705      0     32      0     50      0    136      0],"[0.         0.63978495 0.70430108 0.7311828  0.7688172  0.80645161
 0.82258065 0.82258065 0.83333333 0.83333333 0.83333333 0.83333333
 0.83333333 0.8655914  0.99462366 1.        ]","[0.00000000e+00 1.75844272e-04 2.02220913e-04 2.81350836e-04
 2.90143049e-04 3.51688545e-04 3.78065185e-04 4.48402894e-04
 1.89032593e-03 2.28597554e-03 2.97176820e-03 1.54303349e-02
 1.54918804e-02 5.30346325e-02 9.98180012e-01 1.00000000e+00]",0.9255867455394406
58,lightGBM,0.4,2,0.9967258586940302,0.057001590728759766,0.5683202743530273,0.2702702702702703,0.5913978494623656,0.3709949409780776,[113440      0    297      0     76      0    110      0],"[0.         0.59139785 0.59139785 0.59139785 0.59677419 0.59677419
 1.        ]","[0.         0.00261129 0.00262887 0.00266404 0.00266404 0.00269921
 1.        ]",0.7970564236054485
